year,month,weekofyear,epidemic,total_cases,epidemic_duration,bc_total_cases,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm
2002,6,26,1,3.0,5,1.25514274387,-0.2373714,0.1096333,0.105842876,-0.184626395,295.983714286,2.6,296.222857143,-0.94,293.0,15.21,94.575,3.18,17.8071428571,586821.18172,3.1733333333,1.47086436695,-2.26,120.4,175.63
2002,7,27,1,7.0,5,2.47320159055,-0.2373714,0.1096333,0.081611404,-0.186912822,295.829428572,2.6,296.221428571,-0.94,292.8,14.25,94.245,3.18,17.7442857143,600628.738936,2.5,1.36440180656,-2.26,120.3,175.63
2002,7,28,1,7.0,5,2.47320159055,-0.2373714,0.1096333,0.081611404,-0.192910737,295.823428572,2.142857143,296.107142857,-0.66,292.7,2.5,94.245,3.18,17.6385714286,689154.243369,2.7666666667,1.30855538949,-2.26,119.8,175.63
2002,7,29,0,4.0,0,1.64156082859,-0.2373714,0.07298571,0.081611404,-0.23387718,295.823428572,2.142857143,296.024285714,-0.76,292.4,-0.4,89.9407142857,3.18,17.5842857143,880585.977636,2.9166666667,1.3863035779,-2.5,119.2,175.63
2002,7,30,0,5.0,0,1.95999621746,-0.2114571,0.07298571,0.081611404,-0.23387718,295.823428572,2.142857143,295.235714286,-0.76,291.5,2.5,85.705,3.18,16.7742857143,1175049.44149,2.2866666667,1.38805289855,-2.5,118.0,175.63
2002,7,31,1,6.0,3,2.23299089276,-0.2114571,0.07298571,0.105842876,-0.23387718,295.823428572,2.142857143,294.624285714,-0.76,291.5,2.5,86.3535714286,3.18,16.0757142857,1162515.58078,2.2866666667,1.39646191123,-2.5,118.5,175.63
2002,8,32,1,7.0,3,2.47320159055,-0.2114571,0.07298571,0.091905664,-0.23387718,295.823428572,2.142857143,293.871428571,-0.76,291.2,-0.4,86.3535714286,3.18,15.4142857143,1458175.33567,2.2866666667,1.53274488225,-2.5,120.1,175.63
2002,8,33,1,7.0,3,2.47320159055,-0.2114571,0.07298571,0.091905664,-0.23387718,295.823428572,2.142857143,293.422857143,-0.76,290.8,-0.4,86.3535714286,3.18,14.93,2411137.2135,2.2866666667,1.53912149255,-2.5,120.0,175.63
2002,8,34,0,4.0,0,1.64156082859,-0.2114571,0.07298571,0.094841404,-0.23387718,295.823428572,2.142857143,293.327142857,-0.76,290.6,2.5,85.8514285715,3.18,14.8185714286,3501049.64495,2.2866666667,1.38839504327,-2.5,120.5,175.63
2002,8,35,1,9.0,18,2.88416246161,-0.2114571,0.07298571,0.094841404,-0.23387718,295.823428572,3.25,293.422857143,-0.66,290.6,2.5,85.2657142857,3.18,14.93,4011432.84129,2.2866666667,1.38121327998,-2.5,121.3,175.63
2002,9,36,1,17.0,18,4.04056276372,-0.2114571,0.07298571,0.094841404,-0.23387718,295.823428572,3.25,293.874285714,-0.6,290.8,2.4,84.5878571428,3.18,15.4128571429,3997072.10321,2.2866666667,1.35639866646,-2.5,123.5,175.63
2002,9,37,1,8.0,18,2.68850463997,-0.2114571,0.07298571,0.094841404,-0.240712855,295.823428572,3.25,293.874285714,-0.6,290.8,2.4,81.3057142857,3.18,15.4128571429,5295312.50333,2.2866666667,1.56738256339,-2.5,124.1,175.63
2002,9,38,1,22.0,18,4.56140936949,-0.2114571,0.07298571,0.08577136,-0.240712855,295.823428572,3.25,293.874285714,-0.56,291.2,-0.4,79.9535714286,3.18,15.4128571429,6307155.65686,2.7416666667,1.66767423006,-2.5,125.4,175.63
2002,9,39,1,18.0,18,4.15329598708,-0.2114571,0.07298571,0.08577136,-0.240712855,295.823428572,3.25,294.414285714,-0.56,291.5,2.4,80.8521428571,3.27,16.0342857143,5774774.09694,2.7416666667,1.58129017209,-2.18,125.2,91.25
2002,10,40,1,21.0,18,4.46506148992,-0.2114571,0.07298571,0.08577136,-0.240712855,295.823428572,3.25,293.874285714,-0.56,291.6,-0.4,78.6642857143,5.71,15.6342857143,6227443.95896,2.7416666667,1.81090651669,-1.5,126.1,91.25
2002,10,41,1,16.0,18,3.9226526171,-0.2114571,0.07298571,0.08577136,-0.26610253,295.823428572,3.25,294.414285714,-0.56,291.8,2.4,82.35,9.81,16.0342857143,6095388.78574,2.7416666667,1.79779963263,-2.0,127.0,74.22
2002,10,42,1,31.0,18,5.30548224738,-0.2114571,0.07298571,0.08577136,-0.26610253,295.823428572,3.25,294.531428571,-0.66,291.8,2.4,86.0678571429,9.81,16.18,5445700.63968,2.7416666667,1.78608224133,-2.38,127.3,74.22
2002,10,43,1,25.0,18,4.83170960771,-0.2114571,0.07298571,0.09664142,-0.26610253,295.823428572,3.25,294.961428571,-0.72,291.8,-0.4,87.3578571428,9.81,16.49,3296227.75239,2.7416666667,1.82788832526,-2.38,129.2,93.82
2002,10,44,1,28.0,18,5.07829476262,-0.2114571,0.07298571,0.09664142,-0.26610253,295.823428572,3.25,295.585714286,-0.72,292.1,2.4,89.8307142857,9.81,17.1857142857,1856698.69831,2.7416666667,1.76048252816,-2.38,130.2,93.82
2002,11,45,1,26.0,18,4.91629820707,-0.2114571,0.07298571,0.09664142,-0.26610253,295.823428572,3.25,295.661428571,-0.8,292.5,2.4,93.615,9.81,17.2114285714,918280.484201,2.7416666667,1.73103113927,-2.38,132.4,93.82
2002,11,46,1,18.0,18,4.15329598708,-0.2114571,0.07298571,0.09664142,-0.26610253,295.823428572,3.25,296.322857143,-0.8,293.4,2.4,95.6664285714,11.49,17.9071428571,365214.356646,2.7416666667,1.64751581621,-2.38,132.1,150.16
2002,11,47,1,27.0,18,4.99844074991,-0.2114571,0.07298571,0.09664142,-0.26610253,295.823428572,3.25,296.637142857,-0.8,293.4,-0.4,96.4435714286,11.49,18.2671428571,215713.838931,2.7416666667,1.8784131592,-2.0,132.0,150.16
2002,11,48,1,11.0,18,3.23037046514,-0.2114571,0.07298571,0.09664142,-0.26610253,295.823428572,3.25,296.781428571,-0.8,293.4,-0.4,96.4435714286,11.49,18.4157142857,210219.786733,2.7416666667,1.88968006741,-2.0,132.0,150.16
2002,12,49,1,38.0,18,5.77673700787,-0.2114571,0.07298571,0.08794852,-0.22866326,295.823428572,3.25,296.781428571,-0.8,293.9,-0.4,96.4435714286,11.49,18.4157142857,197853.916925,2.7416666667,1.71984270831,-2.04,133.1,150.16
2002,12,50,1,29.0,18,5.15600243004,-0.2114571,0.07298571,0.08526564,-0.22866326,295.823428572,3.25,296.781428571,-0.8,293.9,-0.4,96.4435714286,11.49,18.4157142857,173748.2973,2.7416666667,1.84085357788,-2.04,133.5,150.16
2002,12,51,1,21.0,18,4.46506148992,-0.2114571,0.07298571,0.08526564,-0.22866326,295.943142857,3.25,296.781428571,-1.16,294.2,-2.4,96.4435714286,21.96,18.4157142857,182892.944526,2.7416666667,1.97660466483,-2.04,134.2,150.16
2002,12,52,1,11.0,18,3.23037046514,-0.2114571,0.1319714,0.08526564,-0.21992607,296.236,3.25,296.781428571,-1.16,294.2,-2.4,95.3428571429,21.96,18.4157142857,267415.27137,2.215,1.97594685485,-2.04,134.7,150.16
2003,1,1,0,10.0,0,3.06387956889,-0.2114571,0.1319714,0.08526564,-0.153117125,296.513428572,3.25,296.637142857,-1.16,294.2,-3.74,93.6271428572,21.96,18.2671428571,437260.105888,2.215,1.84041122683,-2.04,135.4,150.16
2003,1,2,0,5.0,0,1.95999621746,-0.1787889,0.1319714,0.08526564,-0.14726902,296.811714286,3.25,296.63,-1.16,294.2,-3.74,93.6271428572,11.77,18.2614285714,354860.333527,2.215,1.86552837659,-1.76,135.5,150.16
2003,1,3,0,6.0,0,2.23299089276,-0.1787889,0.1319714,0.08526564,-0.14726902,296.820571429,3.25,296.63,-1.64,293.9,-3.74,94.11,11.77,18.2614285714,343454.108521,2.215,1.96863248287,-2.04,135.1,150.16
2003,1,4,0,2.0,0,0.753425355506,-0.1787889,0.1319714,0.08526564,-0.14726902,296.820571429,2.092857143,296.627142857,-1.64,293.9,-5.3,94.11,11.77,18.2357142857,444943.250498,2.215,1.82763852151,-2.04,135.2,150.16
2003,1,5,0,1.0,0,9.99996186681e-06,-0.1787889,0.1319714,0.08249712,-0.14726902,296.969142857,2.092857143,296.485714286,-1.64,293.8,-5.3,93.8914285715,11.77,18.1057142857,763819.246686,3.14,1.80320192731,-2.04,134.4,150.16
2003,2,6,0,2.0,0,0.753425355506,-0.1787889,0.08642857,0.08249712,-0.14726902,296.969142857,2.092857143,296.39,-2.28,293.4,-5.3,94.4635714286,11.77,18.0042857143,711988.654946,3.14,2.34097749092,-2.04,134.9,150.16
2003,2,7,0,2.0,0,0.753425355506,-0.1787889,0.08642857,0.07521432,-0.13531576,296.969142857,2.092857143,296.218571429,-2.36,293.4,-5.53,94.4635714286,11.77,17.8528571429,354733.426667,3.4,2.55549198367,-2.04,134.9,150.16
2003,2,8,0,3.0,0,1.25514274387,-0.1787889,0.08642857,0.07521432,-0.13531576,296.969142857,2.428571429,296.218571429,-2.36,293.2,-5.3,94.4635714286,11.77,17.8528571429,458147.239187,3.4,2.76169782607,-2.04,136.1,150.16
2003,2,9,0,5.0,0,1.95999621746,-0.1787889,0.08642857,0.08249712,-0.13531576,296.969142857,2.428571429,296.218571429,-2.36,293.2,-5.3,94.4535714286,11.77,17.8528571429,539295.08967,3.8,2.44788180353,-2.04,136.5,150.16
2003,3,10,0,1.0,0,9.99996186681e-06,-0.1787889,0.08642857,0.08249712,-0.130183655,296.969142857,2.428571429,296.218571429,-2.36,293.2,-5.3,94.4535714286,11.77,17.8528571429,414784.679539,3.8,2.26770789048,-2.38,136.4,131.24
2003,3,11,0,4.0,0,1.64156082859,-0.1787889,0.08642857,0.08249712,-0.14303402,296.728,2.428571429,296.218571429,-2.36,293.1,-2.54,95.3621428572,11.77,17.8528571429,219976.826407,3.8,2.39094098227,-2.5,136.0,131.24
2003,3,12,0,2.0,0,0.753425355506,-0.1787889,0.08642857,0.08249712,-0.122754335,296.728,2.428571429,296.392857143,-2.0,293.2,-2.54,95.2628571429,11.77,18.02,246104.342187,3.8,1.63584315619,-2.5,136.3,131.24
2003,3,13,0,4.0,0,1.64156082859,-0.1787889,0.08642857,0.08249712,-0.122754335,296.728,2.428571429,296.41,-2.0,293.4,-5.3,94.9,11.77,18.0442857143,386652.08263,5.8,3.01920094605,-2.5,135.7,115.44
2003,4,14,0,0.0,0,-3.93938135327,-0.1787889,0.08642857,0.08249712,-0.122754335,296.728,2.428571429,296.632857143,-1.76,293.2,-2.54,94.9,11.77,18.2528571429,331851.000053,5.8,2.90671576087,-2.5,135.0,115.44
2003,4,15,0,0.0,0,-3.93938135327,-0.1787889,0.08642857,0.08249712,-0.122754335,296.728,2.428571429,296.642857143,-1.84,293.4,-2.54,96.2207142857,25.03,18.2785714286,255910.175589,5.8,2.90607604167,-2.22,135.0,115.44
2003,4,16,0,0.0,0,-3.93938135327,-0.1787889,0.08642857,0.06642,-0.122754335,296.693428571,2.428571429,296.642857143,-1.96,293.4,-5.53,96.2207142857,25.03,18.2785714286,154101.425807,5.8,2.99071263587,-2.22,134.5,115.44
2003,4,17,0,0.0,0,-3.93938135327,-0.1787889,0.08642857,0.05058,-0.122754335,296.693428571,2.428571429,296.642857143,-1.96,293.4,-2.54,96.1314285715,25.03,18.2785714286,206996.652056,5.8,2.95008038949,-2.22,134.2,115.44
2003,4,18,0,1.0,0,9.99996186681e-06,-0.1787889,0.08642857,0.06109428,-0.122754335,296.682285714,2.428571429,296.642857143,-1.96,293.9,0.22,96.7735714285,25.03,18.2785714286,126182.890637,5.8,3.01140506743,-2.22,134.2,115.44
2003,5,19,0,1.0,0,9.99996186681e-06,-0.1787889,0.08642857,0.06109428,-0.122754335,296.604571429,2.428571429,296.642857143,-1.96,293.9,0.22,96.7735714285,25.03,18.2785714286,95350.8721102,5.8,2.9872857035,-2.22,135.8,96.99
2003,5,20,0,1.0,0,9.99996186681e-06,-0.1787889,0.08642857,0.06109428,-0.122754335,296.480571428,2.428571429,296.642857143,-1.96,293.4,2.4,97.705,25.03,18.2785714286,48696.0111388,5.8,2.99812809481,-2.22,135.2,134.09
2003,5,21,0,1.0,0,9.99996186681e-06,-0.1787889,0.08642857,0.06109428,-0.122754335,295.993714286,2.428571429,296.642857143,-1.96,293.4,2.4,97.705,23.7,18.2785714286,46815.4741233,5.8,3.02526034118,-2.22,134.6,134.09
2003,5,22,0,1.0,0,9.99996186681e-06,-0.1787889,0.08642857,0.06569718,-0.09534998,295.993714286,2.428571429,296.501428571,-1.96,293.4,5.3,97.705,23.7,18.1557142857,91662.7301154,5.8,3.06170744263,-2.14,134.6,101.78
2003,6,23,0,2.0,0,0.753425355506,-0.1787889,0.08642857,0.06569718,-0.09543143,295.993714286,2.428571429,296.16,-2.0,293.4,2.4,97.875,23.7,17.6885714286,60275.6623928,5.8,3.12104113829,-2.14,135.2,101.78
2003,6,24,0,3.0,0,1.25514274387,-0.1787889,0.08642857,0.06569718,-0.12199643,295.993714286,2.428571429,296.127142857,-2.0,293.3,5.3,97.875,23.7,17.6685714286,83810.2609115,5.8,3.07292904589,-2.14,134.1,101.78
2003,6,25,0,4.0,0,1.64156082859,-0.1488381,0.08642857,0.07121142,-0.12199643,295.904571429,2.428571429,296.127142857,-2.0,293.3,2.4,97.875,23.7,17.6685714286,104386.432752,5.8,3.12319874698,-2.14,132.5,101.78
2003,6,26,1,6.0,1,2.23299089276,-0.1488381,0.08642857,0.07121142,-0.12199643,295.485428571,2.428571429,296.117142857,-1.96,293.2,12.5,96.92,23.7,17.6514285714,143140.677247,5.8,3.10800852959,-2.14,132.4,101.78
2003,7,27,0,2.0,0,0.753425355506,-0.1488381,0.08642857,0.08541716,-0.12199643,295.180285715,2.428571429,296.08,-1.96,292.9,12.5,96.92,23.7,17.6185714286,137693.463314,5.8,3.28797229771,-2.14,131.8,101.78
2003,7,28,0,2.0,0,0.753425355506,-0.1488381,0.08642857,0.08541716,-0.12199643,295.180285715,2.428571429,296.08,-1.96,292.8,12.5,96.92,23.7,17.6185714286,149308.709452,5.8,3.31759208937,-1.48,130.1,101.78
2003,7,29,1,5.0,1,1.95999621746,-0.1488381,0.1213143,0.07121142,-0.12199643,295.180285715,2.314285714,296.08,-1.86,291.8,12.5,95.8992857143,23.7,17.6185714286,324920.507616,5.8,3.12114683977,-1.22,125.1,101.78
2003,7,30,0,1.0,0,9.99996186681e-06,-0.1488381,0.1213143,0.06569718,-0.12199643,295.180285715,2.314285714,296.08,-1.72,291.7,12.5,94.8514285714,2.64,17.6185714286,525124.052713,6.0333333333,2.87442059179,-1.42,121.5,65.51
2003,7,31,0,1.0,0,9.99996186681e-06,-0.1792286,0.1213143,0.06569718,-0.12199643,295.180285715,2.314285714,294.542857143,-1.72,291.7,12.5,94.8514285714,2.64,15.9857142857,607595.458428,6.0333333333,2.80655193237,-1.46,121.0,71.0
2003,8,32,0,0.0,0,-3.93938135327,-0.1792286,0.1213143,0.06569718,-0.12199643,295.180285715,2.314285714,294.154285714,-1.72,291.7,5.61,90.3914285714,2.64,15.6185714286,1174065.46007,6.0333333333,2.82013073671,-1.46,120.4,71.0
2003,8,33,0,0.0,0,-3.93938135327,-0.1792286,0.1213143,0.06569718,-0.12199643,295.180285715,2.314285714,294.118571429,-1.44,291.4,5.61,86.1335714285,2.64,15.5885714286,1924951.28177,6.0333333333,2.73319323671,-1.46,120.4,71.0
2003,8,34,0,0.0,0,-3.93938135327,-0.1792286,0.1213143,0.06316718,-0.12199643,295.180285715,2.314285714,294.118571429,-1.44,291.4,5.61,84.7692857143,2.64,15.5885714286,1916783.17166,6.0333333333,2.90606280193,-1.46,119.7,71.0
2003,8,35,0,0.0,0,-3.93938135327,-0.1792286,0.1213143,0.06316718,-0.10787003,295.180285715,2.314285714,294.118571429,-1.56,291.3,4.4,84.8264285714,2.64,15.5885714286,1738796.16286,6.0333333333,2.84839613526,-1.36,123.7,87.38
2003,9,36,0,2.0,0,0.753425355506,-0.1792286,0.1213143,0.06316718,-0.1008679,295.180285715,2.314285714,294.118571429,-1.56,291.3,5.61,84.8264285714,2.64,15.5885714286,1943104.71199,3.6,2.99071497584,-1.14,124.2,87.38
2003,9,37,0,0.0,0,-3.93938135327,-0.1792286,0.1213143,0.06316718,-0.1008679,295.180285715,2.314285714,293.927142857,-1.56,291.3,5.61,84.8264285714,2.64,15.4471428571,2387166.03812,3.6,1.77345048309,-1.36,123.9,87.38
2003,9,38,0,3.0,0,1.25514274387,-0.1792286,0.1213143,0.06316718,-0.1008679,295.180285715,2.314285714,293.927142857,-1.38,291.2,5.61,85.3778571429,2.64,15.4471428571,2031114.15446,3.6,1.88302149758,-1.36,119.4,87.38
2003,9,39,0,0.0,0,-3.93938135327,-0.1792286,0.1213143,0.06316718,-0.1008679,295.180285715,2.314285714,294.118571429,-1.38,291.2,5.61,86.9214285714,2.64,15.5885714286,1805132.28473,3.6,1.89038550221,-1.36,119.5,61.02
2003,10,40,0,0.0,0,-3.93938135327,-0.1792286,0.1213143,0.06316718,-0.1008679,295.180285715,2.314285714,294.932857143,-1.38,291.3,5.61,86.9214285714,2.64,16.4457142857,2082055.98751,3.6,1.9433226248,-1.46,121.3,61.02
2003,10,41,0,0.0,0,-3.93938135327,-0.2021214,0.1213143,0.06316718,-0.1008679,295.180285715,2.314285714,295.737142857,-1.38,292.0,4.4,90.1414285714,2.64,17.2628571429,2142167.84017,3.6,1.97362576489,-1.46,122.2,80.03
2003,10,42,0,2.0,0,0.753425355506,-0.2021214,0.1213143,0.06316718,-0.1008679,295.180285715,2.314285714,295.828571429,-1.56,292.0,4.4,91.2542857143,2.64,17.4514285714,1430508.05435,3.6,1.82244088164,-1.46,126.6,80.03
2003,10,43,0,2.0,0,0.753425355506,-0.2021214,0.1213143,0.06316718,-0.1008679,295.180285715,2.314285714,296.201428571,-1.38,292.5,4.4,91.2542857143,8.84,17.7971428571,1124085.81046,3.6,1.78026593699,-1.5,126.3,80.03
2003,10,44,0,3.0,0,1.25514274387,-0.2021214,0.1213143,0.06316718,-0.140969335,295.180285715,2.314285714,296.201428571,-1.38,292.5,4.4,91.2542857143,8.84,17.7971428571,1262917.1257,3.6,1.69492173409,-1.5,132.3,80.03
2003,11,45,0,3.0,0,1.25514274387,-0.2021214,0.1213143,0.08065718,-0.119087145,295.485428571,2.314285714,296.201428571,-1.38,292.5,4.4,91.2542857143,8.84,17.7971428571,1257202.56857,3.6,1.62440241042,-1.5,132.4,85.34
2003,11,46,0,3.0,0,1.25514274387,-0.2021214,0.1314714,0.08065718,-0.119087145,295.511428571,2.314285714,296.201428571,-1.38,292.5,4.4,91.2542857143,8.84,17.7971428571,1151919.59485,3.6,1.49047994666,-1.5,131.4,85.34
2003,11,47,0,1.0,0,9.99996186681e-06,-0.2021214,0.1314714,0.07825286,-0.11069574,295.511428571,2.314285714,296.224285714,-1.46,292.9,4.4,90.6128571429,8.84,17.8957142857,930057.530029,3.6,1.22910313506,-1.5,131.5,113.87
2003,11,48,0,2.0,0,0.753425355506,-0.2021214,0.1314714,0.07825286,-0.11069574,295.511428571,2.314285714,296.312857143,-1.46,293.0,4.4,89.6814285715,8.84,17.9142857143,989257.171806,3.6,1.18548258857,-1.5,130.6,113.87
2003,12,49,0,3.0,0,1.25514274387,-0.2021214,0.1314714,0.07825286,-0.11069574,295.511428571,1.75,296.312857143,-1.46,293.5,4.4,90.045,31.08,17.9142857143,963709.640828,3.6,1.19628006743,-1.5,131.9,121.16
2003,12,50,0,6.0,0,2.23299089276,-0.2021214,0.1314714,0.06223002,-0.11069574,295.606857143,1.75,296.53,-1.56,293.8,5.61,92.0571428571,31.08,18.27,659560.144255,3.6,1.17114419786,-1.5,131.6,121.16
2003,12,51,0,5.0,0,1.95999621746,-0.2021214,0.1314714,0.06223002,-0.127588605,296.546571429,1.75,296.725714286,-1.56,294.1,5.61,93.5742857142,31.08,18.3785714286,583610.794311,3.6,0.699963642309,-1.5,131.8,121.16
2003,12,52,0,1.0,0,9.99996186681e-06,-0.2021214,0.1314714,0.06223002,-0.127588605,296.546571429,1.75,296.725714286,-2.08,294.3,5.61,95.4271428571,31.08,18.3785714286,229835.971415,2.2333333333,0.767505535424,-1.5,133.3,127.55
